advertised_in_this_codex_session,skill,family,verdict,use,reason,path,resolved_path,lines,sha256
True,accessibility,agents,Revise,Core,"Keep the capability. Correct large-text contrast thresholds from 18px/14px bold to 18pt/14pt bold, approximately 24px/18.67px. Keep keyboard and assistive-technology verification.",/Users/wulymammoth/.agents/skills/accessibility/SKILL.md,/Users/wulymammoth/.agents/skills/accessibility/SKILL.md,440,65021e9ccab70165539db82070257d4e2e2c7d7b0f857825299da2e4a7a8704c
True,gsd:reference:continuation-format,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/references/continuation-format/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/references/continuation-format/SKILL.md,38,3420db80e4a641df4071d49d26838e2d78a5b89f953b6e192a29c16aa3c304d3
True,gsd:reference:git-integration,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/references/git-integration/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/references/git-integration/SKILL.md,35,367271b15ee535273f7fe933ff715707b96420214b1a5b7dd2c12bc5b504bd62
True,gsd:reference:questioning,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/references/questioning/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/references/questioning/SKILL.md,36,d28332ed052226a45bccb6da4470eeecd65fc1e22d53d6fee9de063df7c275e3
True,gsd:reference:tdd,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/references/tdd/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/references/tdd/SKILL.md,35,2fa0eb78a0ee96eb3baab9802dd07861e04367b7112cdbc9f5c99bb677fd513f
True,gsd:reference:ui-brand,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/references/ui-brand/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/references/ui-brand/SKILL.md,36,8462bd40bc79718b5a2d197af78fbb466594c4c846f0a20173c16902a2163461
True,gsd:reference:verification-patterns,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/references/verification-patterns/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/references/verification-patterns/SKILL.md,35,15105dd3e7e9b7f8c2a55a2c9f4a050e8e2ea1cbfdb57cfe778fcb1a14e38ba6
True,gsd:remove-phase,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/remove-phase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/remove-phase/SKILL.md,26,99a487099247f4a65f4291ac086ef60d0ed4a8e75c1a9d2024c95610b5fd389c
True,gsd:research-phase,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/research-phase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/research-phase/SKILL.md,28,06eef45f200b551e3c09936d57e2300135bdd3b4512c2f9ba8d85cab0ea2ba7b
True,gsd:research-project,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/research-project/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/research-project/SKILL.md,28,961e406b5b329cab15bf1d9fc43ce66b820594b4e41e43dedc4d6f4cb01c5826
True,gsd:resume-work,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/resume-work/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/resume-work/SKILL.md,26,afc91ec5ef2327dc0a76206245659a6df522f824b88d9a8cc68f2966c11a9006
True,gsd:review-plan,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/review-plan/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/review-plan/SKILL.md,28,edf89e1e093feecd82d15e5fc126dc5b52d82c9145e28d9edcca7f8ff05f16a8
True,gsd:roadmap,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/roadmap/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/roadmap/SKILL.md,33,32b4403ef341c1ea9e7d99c8c62c70ebeee22eefec7ab3cf40b214b1cbd0d264
True,gsd:synthesize,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/synthesize/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/synthesize/SKILL.md,28,aeeff864bc8e5059664ab8f12ef7b0bf800bd5d130e3773d27cb7ade7d42939b
True,gsd:update,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/update/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/update/SKILL.md,26,6a7a724284df72c911862186587ffdb175a4c974c014993ea860bfea7b306a7f
True,gsd:update-checkpoint,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/update-checkpoint/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/update-checkpoint/SKILL.md,28,5f4a30f318fbfb8c35df6a271907df7a0f85843dc641c5181928d0c522c055d8
True,gsd:verify-work,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/verify-work/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/verify-work/SKILL.md,40,7ade331850a44c8222f95be3099865e4beb311ec6fb4ef142c6af9602f999cd4
True,gsd:whats-new,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/commands/whats-new/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/whats-new/SKILL.md,26,f5d86b49eb739ecb5b693d8b25a8685ed88554c6ad3a2bcfabb037091b575955
True,gsd:workflow:brownfield,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/workflows/brownfield/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/brownfield/SKILL.md,34,313d8590fd1c6191c89b71bc90cd1b0a743455944ca59fff744863723fea32ff
True,gsd:workflow:checkpoint,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/workflows/checkpoint/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/checkpoint/SKILL.md,35,4f19436dd8200d81fd589913444b1696394e023ca74f2db03e2e7baa93f7fbdd
True,gsd:workflow:complete-milestone,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/workflows/complete-milestone/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/complete-milestone/SKILL.md,27,9e31e32b24ff73cfffaaad7597b4cee2a06d87ba4f8681b0e02a8872acb5abe7
True,gsd:workflow:debug,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/workflows/debug/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/debug/SKILL.md,33,01fb3c347e868fff71bc9230b5a7c7b7439d26e6ceacccf41783d41eb7e5fe0b
True,gsd:workflow:diagnose-issues,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/workflows/diagnose-issues/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/diagnose-issues/SKILL.md,28,4e5e86089812fbbd60fefb02a3ed67e5cadcd2e69df17700b68ca57222ea324a
True,gsd:workflow:discovery-phase,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/workflows/discovery-phase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/discovery-phase/SKILL.md,28,ab4d2fc5017676e0abd31e825030e1a1cf8962a31ee803e31c5ea35f79794092
True,gsd:workflow:discuss-phase,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/workflows/discuss-phase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/discuss-phase/SKILL.md,28,6f9a2dea874e6e14af1718dfe5147b5f0d51e00e43fa96d5fab5a07b4b9e2b38
True,gsd:workflow:execute-phase,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/workflows/execute-phase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/execute-phase/SKILL.md,36,3d8fdf37cc4eb7a5044a215f6ecf56f225d279a702390a11dab1bd80ddba02a2
True,gsd:workflow:execute-plan,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/workflows/execute-plan/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/execute-plan/SKILL.md,27,69fba7d36b2fae6664422b70974675ead9bd4a25c8a4bb7f46b0208f580738e4
True,gsd:workflow:list-phase-assumptions,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/workflows/list-phase-assumptions/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/list-phase-assumptions/SKILL.md,28,2a227749f5e00c2b505c1d6a8814a8272943f26fdfee713d931718dde5cff0e2
True,gsd:workflow:new-project,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/workflows/new-project/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/new-project/SKILL.md,33,ce8adbe5cf69974aee80882af986de2d1cb8dce4626b564bf20c1d35a4acf82e
True,gsd:workflow:research,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/workflows/research/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/research/SKILL.md,35,ee1661298e0ca27fa0d58019f98ae2943358c367f3b060441d1c602ca5b418f6
True,gsd:workflow:resume-project,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/workflows/resume-project/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/resume-project/SKILL.md,28,c43efce53d13db5354433eda9002770d9abb5b859b751b8becfcd0401de47c08
True,gsd:workflow:transition,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/workflows/transition/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/transition/SKILL.md,28,9659a8e8bda7221c11f813efe27c17a36a24cb9665a8619a289905d94da4260e
True,gsd:workflow:verify-phase,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/workflows/verify-phase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/verify-phase/SKILL.md,28,61f04810aaf820e7e8e124f726a9b0e0c3cb27ac68c942b3fbd2b460b9901dc9
True,gsd:workflow:verify-work,agents,Retire,Unused workflow,You report no recent GSD use. Legacy 1.0.0 conversion duplicates the newer commands; upstream conversion describes itself as untested.,/Users/wulymammoth/.agents/skills/gsd/workflows/verify-work/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/verify-work/SKILL.md,28,47ed23d044ab2a12daf19cdf87f146ce958615e725249fe4a49025b5e15f488c
True,improve-codebase-architecture,agents,Revise,Specialist,Useful deep-module analysis and visual before/after proposals. Keep repository terminology and documentation conventions instead of mandating a new glossary vocabulary or document layout.,/Users/wulymammoth/.agents/skills/improve-codebase-architecture/SKILL.md,/Users/wulymammoth/.agents/skills/improve-codebase-architecture/SKILL.md,81,f00de04c7bb83cfd0ed1f97f3401a83838212c30856912ee44ba406649e6c749
True,ios-design-guidelines,agents,Revise,Specialist,"Useful iPhone design reference, but 1,083 lines mix platform guidance with rigid product choices (for example, max-three-page onboarding and always showing a permission pre-screen). Separate actual requirements from preferences and use current Apple sources.",/Users/wulymammoth/.agents/skills/ios-design-guidelines/SKILL.md,/Users/wulymammoth/.agents/skills/ios-design-guidelines/SKILL.md,1083,76260eaca00b70d0f5fda733dc83b5ae6c8e8b845abdca3ac363f8683823c53c
True,mobile-ios-design,agents,Consolidate,Specialist,Mostly generic SwiftUI/HIG examples that overlap ios-design-guidelines. Merge useful examples into one focused native design reference; keep platform version assumptions explicit.,/Users/wulymammoth/.agents/skills/mobile-ios-design/SKILL.md,/Users/wulymammoth/.agents/skills/mobile-ios-design/SKILL.md,259,2b3b2405aee645a345d137ce93bd86bac65d33da4ad40c4b6f007bf4a51b6c96
True,mom-test,agents,Keep,Specialist,"Useful for evidence-led product discovery: past behavior, non-leading interviews, and separating compliments from commitment. Scope outreach to explicit user authorization.",/Users/wulymammoth/.agents/skills/mom-test/SKILL.md,/Users/wulymammoth/.agents/skills/mom-test/SKILL.md,245,bc234a7c94bd8e1fa159ca4a0b81bc66bf5c9e5d261d1bec64505b5ae7355224
True,performance,agents,Revise,Specialist,"Keep loading/runtime optimization. Remove the retired Lighthouse TTI target, treat budgets as project-specific, and avoid loading the overlapping CWV guide without need.",/Users/wulymammoth/.agents/skills/performance/SKILL.md,/Users/wulymammoth/.agents/skills/performance/SKILL.md,361,4a480aded5001c237d9503ec3c6c6c6d5cc38bb7935912bb1c2bb9c3ee637350
True,postiz,agents,Revise,Specialist,"Social scheduling remains useful, but this 798-line CLI-centric guide mismatches available direct Postiz MCP tools. CLI is absent from PATH; authentication was not tested. Restore the missing COMMAND_LINE_GUIDE.md or remove its link; remove unrelated paid-media recommendations.",/Users/wulymammoth/.agents/skills/postiz/SKILL.md,/Users/wulymammoth/.agents/skills/postiz/SKILL.md,798,492f93fa3c4f11acd36efe4518a45be76a5d4578bd1c728b5a225e15dd8cd167
True,postiz,agents,Retire,Duplicate,Exact duplicate of the top-level Postiz SKILL.md. Disable nested discovery; keep one corrected entry and required package resources.,/Users/wulymammoth/.agents/skills/postiz/skills/postiz/SKILL.md,/Users/wulymammoth/.agents/skills/postiz/skills/postiz/SKILL.md,798,492f93fa3c4f11acd36efe4518a45be76a5d4578bd1c728b5a225e15dd8cd167
True,repomix-explorer,agents,Revise,Specialist,Useful for broad or remote repository exploration; Repomix 1.18.0 is installed. Prefer the installed/pinned CLI over npx @latest and review packed output rather than trusting secret scanning as a guarantee.,/Users/wulymammoth/.agents/skills/repomix-explorer/SKILL.md,/Users/wulymammoth/.agents/skills/repomix-explorer/SKILL.md,314,80834b0f1b0a66de9ea852480b3d6571b2020100990328c3a025212ed1fd6e03
True,seo,agents,Revise,Specialist,"Keep crawlability, indexing, canonical, and structured-data checks. Remove unsupported ranking-factor percentages and rigid title/description lengths presented as universal rules.",/Users/wulymammoth/.agents/skills/seo/SKILL.md,/Users/wulymammoth/.agents/skills/seo/SKILL.md,513,f3e546112a3168515486c533d13156a1d4dcd9402f3d116730cef573a20e2804
True,using-superpowers,agents,Retire,Duplicate,"Standalone upstream copy overlaps the maintained plugin, differs in content, and incorrectly claims skill priority over system behavior. Keep superpowers:using-superpowers instead.",/Users/wulymammoth/.agents/skills/using-superpowers/SKILL.md,/Users/wulymammoth/.agents/skills/using-superpowers/SKILL.md,117,316e29381219adf0cac62190c67aeabf427d6e6e5f2735541d502b3d339be7aa
True,web-quality-audit,agents,Revise,Specialist,Keep as a small router to focused web reviews. Remove unsupported issue-distribution percentages and universal deployment/weekly checklists; fix linked guidance before trusting the aggregate audit.,/Users/wulymammoth/.agents/skills/web-quality-audit/SKILL.md,/Users/wulymammoth/.agents/skills/web-quality-audit/SKILL.md,170,aaada64b636b867d737dfd488fd947a7ca5c280983caf3b96b8915e08ad7ef01
True,ctx,codex-local,Keep,Core,Keep one Codex discovery entry for historical forensics. Installed CLI is 1.3.1. Your narrower historical-lookup policy governs its broad working-memory trigger; no index-health claim was tested here.,/Users/wulymammoth/.codex/skills/ctx/SKILL.md,/Users/wulymammoth/.codex/skills/ctx/SKILL.md,252,7f9b77506ef0149db93773f6ca0dd7bda64c25ff87e04afcd28e5d38b928a1e8
True,expo-mobile-release-discipline,codex-local,Keep,Core,"Separates backend, JavaScript update, native build, and store metadata changes. Prevents unnecessary cloud builds and weak release evidence.",/Users/wulymammoth/.codex/skills/expo-mobile-release-discipline/SKILL.md,/Users/wulymammoth/.codex/skills/expo-mobile-release-discipline/SKILL.md,64,eaef2e3ad0a111d5462052fd8710c3da08eb77f0f14f81a302200e02a46c10e5
True,expo-react-native-runtime-debugging,codex-local,Keep,Core,"High-value custom guidance for reproducing the exact installed client boundary, preserving native semantics in tests, and reporting the strongest runtime proof.",/Users/wulymammoth/.codex/skills/expo-react-native-runtime-debugging/SKILL.md,/Users/wulymammoth/.codex/skills/expo-react-native-runtime-debugging/SKILL.md,61,2de25f7945efc23a03ef848cc994cf16f090d6b5a36939695706b318bf65eca7
True,imagegen,codex-local,Keep,Core,Adds actual raster generation/editing capability for mockups and assets. The built-in image tool is available; an API key is not required for that route.,/Users/wulymammoth/.codex/skills/.system/imagegen/SKILL.md,/Users/wulymammoth/.codex/skills/.system/imagegen/SKILL.md,315,681ddb4ad6d06a2acc78a3535b583f8d0c1ea800ecda3d56370d3310fd2cd4ba
True,ios-ui-regression-guard,codex-local,Keep,Core,Selects behavior and visual regression coverage for native UI. Distinct from release routing and runtime diagnosis; retain the repository-selected test stack.,/Users/wulymammoth/.codex/skills/ios-ui-regression-guard/SKILL.md,/Users/wulymammoth/.codex/skills/ios-ui-regression-guard/SKILL.md,90,6f945879745819db20b7171d757235c04721a98732600ed5ae63d01808995506
True,openai-docs,codex-local,Keep,Managed,Useful current official guidance for Codex and OpenAI; retain as a bundled utility.,/Users/wulymammoth/.codex/skills/.system/openai-docs/SKILL.md,/Users/wulymammoth/.codex/skills/.system/openai-docs/SKILL.md,38,7cb8fa1b2a0c635b5c61ffe1da7b8594a7ea0fce5b71e8d523e2025d88b2a05e
True,plugin-creator,codex-local,Keep,Managed,"Useful when maintaining your own plugins, including future packaging work. Separate creation from activation/publication.",/Users/wulymammoth/.codex/skills/.system/plugin-creator/SKILL.md,/Users/wulymammoth/.codex/skills/.system/plugin-creator/SKILL.md,249,71b95b8219644f95d633721e7f7cd3c469edfc8fe50f8415d400dfb2d74bc7b9
True,skill-creator,codex-local,Keep,Managed,"Preferred authoring guidance for concise, scoped skills and supporting resources; appropriate for any later cleanup.",/Users/wulymammoth/.codex/skills/.system/skill-creator/SKILL.md,/Users/wulymammoth/.codex/skills/.system/skill-creator/SKILL.md,229,6656e54755638e8efcf275a472b9672eaa8a9a1b9e59dc210e275b03b59e1e66
True,skill-installer,codex-local,Keep,Managed,"Distinct installation capability. Use for requested installs, not speculative additions during an audit.",/Users/wulymammoth/.codex/skills/.system/skill-installer/SKILL.md,/Users/wulymammoth/.codex/skills/.system/skill-installer/SKILL.md,58,d68b77e5bbb34dedab89d134da52855f140fc4b4299b80104f534e3b9e98f8ee
True,vercel-deploy,codex-local,Retire,None,Retire this claimable uploader from active discovery. Its archive includes .env files and gitignored content and can rename the input HTML file. Use the existing project deployment path and available Vercel tools.,/Users/wulymammoth/.codex/skills/vercel-deploy/SKILL.md,/Users/wulymammoth/.codex/skills/vercel-deploy/SKILL.md,115,74017e897075e122c8017edab88a1a1a9619e78ae0d55f8e77cea8a28eda86fa
True,deep-research,codex-plugin:deep-research-work,Keep,Specialist,"Useful for explicitly requested deep research; its trigger excludes ordinary quick research, reducing unnecessary overhead.",/Users/wulymammoth/.codex/plugins/cache/openai-curated-remote/deep-research-work/0.1.14/skills/deep-research/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/openai-curated-remote/deep-research-work/0.1.14/skills/deep-research/SKILL.md,183,c7b924a736d715bf90941c5e75460b3387ec90b1fdb3a7c79d3e9bfb10427dc6
True,documents,codex-plugin:documents,Keep,Managed,"DOCX authoring, editing, and render verification offer concrete capability. Keep the managed artifact runtime.",/Users/wulymammoth/.codex/plugins/cache/openai-primary-runtime/documents/26.904.11930/skills/documents/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/openai-primary-runtime/documents/26.904.11930/skills/documents/SKILL.md,540,3154ace095b79bace582d7dc53c7744a40f835fe762726220708bde2360749aa
True,frontend-design,codex-plugin:frontend-design,Keep,Core,Adds visual craft and intentional typography. Use within the chosen brief and approved design system; it does not supersede a Design Lock.,/Users/wulymammoth/.codex/plugins/cache/claude-plugins-official/frontend-design/local/skills/frontend-design/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/claude-plugins-official/frontend-design/local/skills/frontend-design/SKILL.md,71,d91970639e9f5c37682ac7ab60094d35f1c7c1f38d731bd56396563aee10c1d3
True,google-docs,codex-plugin:google-drive,Keep,Managed,"Useful native Google Docs editing, structural preservation, and template-aware routing. Not a duplicate of local DOCX creation.",/Users/wulymammoth/.codex/plugins/cache/openai-curated-remote/google-drive/0.1.16/skills/google-docs/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/openai-curated-remote/google-drive/0.1.16/skills/google-docs/SKILL.md,209,8e5c26053d800e2980b74ab82c2ce95db94a17fbb443f8f6e30baeb442f1d464
True,google-drive,codex-plugin:google-drive,Revise,Managed,Keep file discovery and lifecycle routing. Its blanket DOCX-first rule for new Docs conflicts with the newer google-docs template/native-copy exception; align router wording with the specialized skill.,/Users/wulymammoth/.codex/plugins/cache/openai-curated-remote/google-drive/0.1.16/skills/google-drive/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/openai-curated-remote/google-drive/0.1.16/skills/google-drive/SKILL.md,58,dabae8a192c861b76cf7b5742bdf14f8ed35e67d8e6cacfd5f746ffbefd6da5c
True,google-drive-comments,codex-plugin:google-drive,Keep,Managed,Adds evidence-grounded comment handling across Drive file types. Sending comments still requires user authorization.,/Users/wulymammoth/.codex/plugins/cache/openai-curated-remote/google-drive/0.1.16/skills/google-drive-comments/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/openai-curated-remote/google-drive/0.1.16/skills/google-drive-comments/SKILL.md,46,a3077375a8f7558b9e052c98047747b8a4a1a90a9a90b552009c28fcdadfe94a
True,google-sheets,codex-plugin:google-drive,Keep,Managed,"Useful connected range-level operations and native import, distinct from standalone workbook authoring.",/Users/wulymammoth/.codex/plugins/cache/openai-curated-remote/google-drive/0.1.16/skills/google-sheets/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/openai-curated-remote/google-drive/0.1.16/skills/google-sheets/SKILL.md,124,54d160c27532e4ff610e9c5a7870fb80dc496b2d1d3f302996c21c505419c862
True,google-slides,codex-plugin:google-drive,Keep,Managed,"Useful native template/source handling and Google Slides routing, distinct from local deck rendering.",/Users/wulymammoth/.codex/plugins/cache/openai-curated-remote/google-drive/0.1.16/skills/google-slides/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/openai-curated-remote/google-drive/0.1.16/skills/google-slides/SKILL.md,183,fd14974d7c4ea9ff134bcc21cd32b2b1d61eeaa77c6dc757075b07eef6bedbdb
True,pdf,codex-plugin:pdf,Keep,Managed,"PDF extraction, forms, and visual verification offer concrete capability; not redundant with Word document authoring.",/Users/wulymammoth/.codex/plugins/cache/openai-primary-runtime/pdf/26.904.11930/skills/pdf/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/openai-primary-runtime/pdf/26.904.11930/skills/pdf/SKILL.md,150,afc4472ec4d625f703e9f414fe6814ce3cfa0ec51c7a07887fe587264c8b561e
True,plugin-management,codex-plugin:plugin-management,Keep,Managed,Useful for permission/dependency inspection and managing actual integrations; distinct from text-skill discovery.,/Users/wulymammoth/.codex/plugins/cache/openai-curated-remote/plugin-management/0.1.0/skills/plugin-management/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/openai-curated-remote/plugin-management/0.1.0/skills/plugin-management/SKILL.md,58,653841cc21205269f08b0ce135891e1518dac616a766bcfb0b57d788d3f68b10
True,Presentations,codex-plugin:presentations,Keep,Managed,Presentation authoring and template fidelity are specialized capabilities. Keep on demand.,/Users/wulymammoth/.codex/plugins/cache/openai-primary-runtime/presentations/26.904.11930/skills/presentations/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/openai-primary-runtime/presentations/26.904.11930/skills/presentations/SKILL.md,232,fd3703aa1f91d386b94806a3a4061f77cdd3ea830fddfb7297243c5c9e53a5a8
True,sites-building,codex-plugin:sites,Keep,Specialist,Useful for selected Sites projects. Your four inspected repositories have no .openai/hosting.json; do not substitute this for their established app workflows or the Visual Companion.,/Users/wulymammoth/.codex/plugins/cache/openai-bundled/sites/0.1.57/skills/sites-building/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/openai-bundled/sites/0.1.57/skills/sites-building/SKILL.md,233,7d69bd668238b0344c5470876ed324b78dfe6ed053487edf4f3233345479842f
True,sites-hosting,codex-plugin:sites,Keep,Specialist,Useful deployment path for actual Sites projects. Keep paired with sites-building; building or reviewing does not by itself authorize publication under your policy.,/Users/wulymammoth/.codex/plugins/cache/openai-bundled/sites/0.1.57/skills/sites-hosting/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/openai-bundled/sites/0.1.57/skills/sites-hosting/SKILL.md,51,a94792641384391d45edb3a45e30cd7c3db58d88c63d94e0b2111ffc485aaf72
True,Spreadsheets,codex-plugin:spreadsheets,Keep,Managed,"Workbook formulas, formatting, and verification are specialized capabilities. Keep on demand.",/Users/wulymammoth/.codex/plugins/cache/openai-primary-runtime/spreadsheets/26.904.11930/skills/spreadsheets/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/openai-primary-runtime/spreadsheets/26.904.11930/skills/spreadsheets/SKILL.md,218,655af692c745b9aab2fb06b8843b27de0099e9acebf28d67f3916d624c4a0f97
